
A	O
Question	O
-	O
Focused	O
Multi-	O
Factor	O
Attention	O
Network	O
for	O
Question	B-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

Sentence	B-RESEARCH_PROBLEM
Embeddings	E-RESEARCH_PROBLEM
in	O
NLI	O
with	O
Iterative	O
Refinement	O
Encoders	O

DiSAN	O
:	O
Directional	O
Self	O
-	O
Attention	O
Network	O
for	O
RNN	B-RESEARCH_PROBLEM
/	I-RESEARCH_PROBLEM
CNN	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Free	I-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Understanding	E-RESEARCH_PROBLEM

FUSIONNET	O
:	O
FUSING	O
VIA	O
FULLY	O
-	O
AWARE	O
ATTENTION	O
WITH	O
APPLICATION	O
TO	O
MACHINE	B-RESEARCH_PROBLEM
COMPREHENSION	E-RESEARCH_PROBLEM

Stochastic	O
Answer	O
Networks	O
for	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Contextualized	O
Word	O
Representations	O
for	O
Reading	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Product	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Aware	I-RESEARCH_PROBLEM
Answer	I-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM
in	O
E	O
-	O
Commerce	O
Question	O
-	O
Answering	O

Modelling	B-RESEARCH_PROBLEM
Interaction	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Pair	E-RESEARCH_PROBLEM
with	O
Coupled-	O
LSTMs	O

Open	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM
with	O
Weakly	O
Supervised	O
Embedding	O
Models	O

Simple	O
and	O
Effective	O
Text	B-RESEARCH_PROBLEM
Matching	E-RESEARCH_PROBLEM
with	O
Richer	O
Alignment	O
Features	O

FLOWQA	O
:	O
GRASPING	O
FLOW	O
IN	O
HISTORY	O
FOR	O
CONVERSATIONAL	B-RESEARCH_PROBLEM
MACHINE	I-RESEARCH_PROBLEM
COMPREHENSION	E-RESEARCH_PROBLEM

Published	O
as	O
a	O
conference	O
paper	O
at	O
ICLR	O
2018	O
LEARNING	B-RESEARCH_PROBLEM
GENERAL	I-RESEARCH_PROBLEM
PURPOSE	I-RESEARCH_PROBLEM
DISTRIBUTED	I-RESEARCH_PROBLEM
SEN	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
TENCE	I-RESEARCH_PROBLEM
REPRESENTATIONS	E-RESEARCH_PROBLEM
VIA	O
LARGE	O
SCALE	O
MULTI	O
-	O
TASK	O
LEARNING	O

Dynamically	O
Fused	O
Graph	O
Network	O
for	O
Multi-hop	B-RESEARCH_PROBLEM
Reasoning	E-RESEARCH_PROBLEM

Multi	O
-	O
Style	O
Generative	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Explicit	O
Contextual	O
Semantics	O
for	O
Text	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Simple	O
and	O
Effective	O
Multi	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Paragraph	I-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

MEMEN	O
:	O
Multi-layer	O
Embedding	O
with	O
Memory	O
Networks	O
for	O
Machine	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Pairwise	O
Word	O
Interaction	O
Modeling	O
with	O
Deep	O
Neural	O
Networks	O
for	O
Semantic	B-RESEARCH_PROBLEM
Similarity	I-RESEARCH_PROBLEM
Measurement	E-RESEARCH_PROBLEM

DCN	O
+	O
:	O
MIXED	O
OBJECTIVE	O
AND	O
DEEP	O
RESIDUAL	O
COATTENTION	O
FOR	O
QUESTION	B-RESEARCH_PROBLEM
ANSWERING	E-RESEARCH_PROBLEM

Linguistic	O
Knowledge	O
as	O
Memory	O
for	O
Recurrent	B-RESEARCH_PROBLEM
Neural	I-RESEARCH_PROBLEM
Networks	E-RESEARCH_PROBLEM

BART	O
:	O
Denoising	O
Sequence	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
to	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Sequence	I-RESEARCH_PROBLEM
Pre-training	E-RESEARCH_PROBLEM
for	O
Natural	O
Language	O
Generation	O
,	O
Translation	O
,	O
and	O
Comprehension	O

A	O
Fully	O
Attention	O
-	O
Based	O
Information	B-RESEARCH_PROBLEM
Retriever	E-RESEARCH_PROBLEM

Evaluating	O
Semantic	B-RESEARCH_PROBLEM
Parsing	E-RESEARCH_PROBLEM
against	O
a	O
Simple	O
Web	O
-	O
based	O
Question	O
Answering	O
Model	O

Efficient	O
and	O
Robust	O
Question	B-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM
from	O
Minimal	O
Context	O
over	O
Documents	O

Published	O
as	O
a	O
conference	O
paper	O
at	O
ICLR	O
2017	O
WORDS	O
OR	O
CHARACTERS	O
?	O
FINE	O
-	O
GRAINED	O
GATING	O
FOR	O
READING	B-RESEARCH_PROBLEM
COMPREHENSION	E-RESEARCH_PROBLEM

The	O
NarrativeQA	O
Reading	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
Challenge	O

A	O
large	O
annotated	O
corpus	O
for	O
learning	O
natural	B-RESEARCH_PROBLEM
language	I-RESEARCH_PROBLEM
inference	E-RESEARCH_PROBLEM

Iterative	O
Alternating	O
Neural	O
Attention	O
for	O
Machine	B-RESEARCH_PROBLEM
Reading	E-RESEARCH_PROBLEM

Published	O
as	O
a	O
conference	O
paper	O
at	O
ICLR	O
2018	O
NATURAL	B-RESEARCH_PROBLEM
LANGUAGE	I-RESEARCH_PROBLEM
INFERENCE	E-RESEARCH_PROBLEM
OVER	O
INTERACTION	O
SPACE	O

A	O
Compare	O
-	O
Aggregate	O
Model	O
with	O
Latent	O
Clustering	O
for	O
Answer	B-RESEARCH_PROBLEM
Selection	E-RESEARCH_PROBLEM

Hyperbolic	O
Representation	O
Learning	O
for	O
Fast	O
and	O
Efficient	O
Neural	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

Neural	B-RESEARCH_PROBLEM
Stored	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
program	I-RESEARCH_PROBLEM
Memory	E-RESEARCH_PROBLEM

Tell	O
Me	O
Why	O
:	O
Using	O
Question	O
Answering	O
as	O
Distant	O
Supervision	O
for	O
Answer	B-RESEARCH_PROBLEM
Justification	E-RESEARCH_PROBLEM

Supervised	B-RESEARCH_PROBLEM
Learning	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Universal	I-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Representations	E-RESEARCH_PROBLEM
from	O
Natural	O
Language	O
Inference	O
Data	O

Structural	O
Embedding	O
of	O
Syntactic	O
Trees	O
for	O
Machine	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Question	B-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM
with	O
Subgraph	O
Embeddings	O

Recurrent	B-RESEARCH_PROBLEM
Relational	I-RESEARCH_PROBLEM
Networks	E-RESEARCH_PROBLEM

ORDER	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
EMBEDDINGS	I-RESEARCH_PROBLEM
OF	I-RESEARCH_PROBLEM
IMAGES	I-RESEARCH_PROBLEM
AND	I-RESEARCH_PROBLEM
LANGUAGE	E-RESEARCH_PROBLEM

ReasoNet	O
:	O
Learning	O
to	O
Stop	O
Reading	O
in	O
Machine	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Neural	B-RESEARCH_PROBLEM
Paraphrase	I-RESEARCH_PROBLEM
Identification	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Questions	E-RESEARCH_PROBLEM
with	O
Noisy	O
Pretraining	O

Massively	B-RESEARCH_PROBLEM
Multilingual	I-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Embeddings	E-RESEARCH_PROBLEM
for	O
Zero	O
-	O
Shot	O
Cross	O
-	O
Lingual	O
Transfer	O
and	O
Beyond	O

Dynamic	O
Meta	O
-	O
Embeddings	O
for	O
Improved	B-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Representations	E-RESEARCH_PROBLEM

Explicit	O
Utilization	O
of	O
General	O
Knowledge	O
in	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

A	O
Multi	O
-	O
Stage	O
Memory	O
Augmented	O
Neural	O
Network	O
for	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

TANDA	O
:	O
Transfer	O
and	O
Adapt	O
Pre-Trained	O
Transformer	O
Models	O
for	O
Answer	B-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Selection	E-RESEARCH_PROBLEM

Learning	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM
with	O
LSTM	O

End	O
-	O
to	O
-	O
End	O
Answer	O
Chunk	O
Extraction	O
and	O
Ranking	O
for	O
Reading	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

MACHINE	B-RESEARCH_PROBLEM
COMPREHENSION	E-RESEARCH_PROBLEM
USING	O
MATCH	O
-	O
LSTM	O
AND	O
ANSWER	O
POINTER	O

Constructing	O
Datasets	O
for	O
Multi-hop	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
Across	O
Documents	O

LEARNING	O
RECURRENT	O
SPAN	O
REPRESENTATIONS	O
FOR	O
EXTRACTIVE	B-RESEARCH_PROBLEM
QUESTION	I-RESEARCH_PROBLEM
ANSWERING	E-RESEARCH_PROBLEM

CliCR	O
:	O
A	O
Dataset	O
of	O
Clinical	O
Case	O
Reports	O
for	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
*	O

Discourse	O
Marker	O
Augmented	O
Network	O
with	O
Reinforcement	O
Learning	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

Making	O
Neural	B-RESEARCH_PROBLEM
QA	E-RESEARCH_PROBLEM
as	O
Simple	O
as	O
Possible	O
but	O
not	O
Simpler	O

Compare	O
,	O
Compress	O
and	O
Propagate	O
:	O
Enhancing	O
Neural	O
Architectures	O
with	O
Alignment	O
Factorization	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

Distributed	B-RESEARCH_PROBLEM
Representations	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Sentences	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Documents	E-RESEARCH_PROBLEM

Deep	O
Learning	O
for	O
Answer	B-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Selection	E-RESEARCH_PROBLEM

DR-	O
BiLSTM	O
:	O
Dependent	O
Reading	O
Bidirectional	O
LSTM	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

COARSE	O
-	O
GRAIN	O
FINE	O
-	O
GRAIN	O
COATTENTION	O
NET	O
-	O
WORK	O
FOR	O
MULTI	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
EVIDENCE	I-RESEARCH_PROBLEM
QUESTION	I-RESEARCH_PROBLEM
ANSWERING	E-RESEARCH_PROBLEM

Dynamic	O
Entity	O
Representation	O
with	O
Max	O
-	O
pooling	O
Improves	O
Machine	B-RESEARCH_PROBLEM
Reading	E-RESEARCH_PROBLEM

Story	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
for	O
Predicting	O
What	O
Happens	O
Next	O

LEARNING	O
TO	O
COMPUTE	B-RESEARCH_PROBLEM
WORD	I-RESEARCH_PROBLEM
EMBEDDINGS	I-RESEARCH_PROBLEM
ON	I-RESEARCH_PROBLEM
THE	I-RESEARCH_PROBLEM
FLY	E-RESEARCH_PROBLEM

Enhanced	O
LSTM	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

Multi	O
-	O
Perspective	O
Context	O
Matching	O
for	O
Machine	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

SG	O
-	O
Net	O
:	O
Syntax	O
-	O
Guided	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Long	O
Short	O
-	O
Term	O
Memory	O
-	O
Networks	O
for	O
Machine	B-RESEARCH_PROBLEM
Reading	E-RESEARCH_PROBLEM

Read	O
+	O
Verify	O
:	O
Machine	B-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
with	O
Unanswerable	O
Questions	O

Published	O
as	O
a	O
conference	O
paper	O
at	O
ICLR	O
2017	O
QUERY	O
-	O
REDUCTION	O
NETWORKS	O
FOR	O
QUESTION	B-RESEARCH_PROBLEM
ANSWERING	E-RESEARCH_PROBLEM

A	O
Decomposable	O
Attention	O
Model	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

A	O
Fast	O
Unified	O
Model	O
for	O
Parsing	S-RESEARCH_PROBLEM
and	O
Sentence	B-RESEARCH_PROBLEM
Understanding	E-RESEARCH_PROBLEM

A	O
Discrete	O
Hard	O
EM	O
Approach	O
for	O
Weakly	B-RESEARCH_PROBLEM
Supervised	I-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

Gated	O
Self	O
-	O
Matching	O
Networks	O
for	O
Reading	B-RESEARCH_PROBLEM
Comprehension	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

Commonsense	O
for	O
Generative	B-RESEARCH_PROBLEM
Multi	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Hop	I-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM
Tasks	O

Multi	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Passage	I-RESEARCH_PROBLEM
Machine	I-RESEARCH_PROBLEM
Reading	I-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
with	O
Cross	O
-	O
Passage	O
Answer	O
Verification	O

Swag	O
:	O
A	O
Large	O
-	O
Scale	O
Adversarial	O
Dataset	O
for	O
Grounded	B-RESEARCH_PROBLEM
Commonsense	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

A	O
Parallel	O
-	O
Hierarchical	O
Model	O
for	O
Machine	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM
on	O
Sparse	O
Data	O

Recurrent	O
Neural	O
Network	O
-	O
Based	O
Sentence	O
Encoder	O
with	O
Gated	O
Attention	O
for	O
Natural	B-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Inference	E-RESEARCH_PROBLEM

NegBERT	O
:	O
A	O
Transfer	O
Learning	O
Approach	O
for	O
Negation	B-RESEARCH_PROBLEM
Detection	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Scope	I-RESEARCH_PROBLEM
Resolution	E-RESEARCH_PROBLEM

Learning	B-RESEARCH_PROBLEM
Semantic	I-RESEARCH_PROBLEM
Sentence	I-RESEARCH_PROBLEM
Embeddings	E-RESEARCH_PROBLEM
using	O
Pair-	O
wise	O
Discriminator	O

A	O
Deep	O
Generative	O
Framework	O
for	O
Paraphrase	B-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

Robust	O
Multilingual	O
Part	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Speech	I-RESEARCH_PROBLEM
Tagging	E-RESEARCH_PROBLEM
via	O
Adversarial	O
Training	O

Learning	O
Better	O
Internal	O
Structure	O
of	O
Words	O
for	O
Sequence	B-RESEARCH_PROBLEM
Labeling	E-RESEARCH_PROBLEM

TRANSFER	O
LEARNING	O
FOR	O
SEQUENCE	B-RESEARCH_PROBLEM
TAGGING	E-RESEARCH_PROBLEM
WITH	O
HIERARCHICAL	O
RECURRENT	O
NETWORKS	O

End	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
to	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
end	I-RESEARCH_PROBLEM
Sequence	I-RESEARCH_PROBLEM
Labeling	E-RESEARCH_PROBLEM
via	O
Bi-directional	O
LSTM-CNNs-CRF	O

Hierarchically	O
-	O
Refined	O
Label	O
Attention	O
Network	O
for	O
Sequence	B-RESEARCH_PROBLEM
Labeling	E-RESEARCH_PROBLEM

Morphosyntactic	B-RESEARCH_PROBLEM
Tagging	E-RESEARCH_PROBLEM
with	O
a	O
Meta-BiLSTM	O
Model	O
over	O
Context	O
Sensitive	O
Token	O
Encodings	O

A	O
Novel	O
Neural	O
Network	O
Model	O
for	O
Joint	B-RESEARCH_PROBLEM
POS	I-RESEARCH_PROBLEM
Tagging	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Graph	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
based	I-RESEARCH_PROBLEM
Dependency	I-RESEARCH_PROBLEM
Parsing	E-RESEARCH_PROBLEM

Multilingual	B-RESEARCH_PROBLEM
Part	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Speech	I-RESEARCH_PROBLEM
Tagging	E-RESEARCH_PROBLEM
with	O
Bidirectional	O
Long	O
Short	O
-	O
Term	O
Memory	O
Models	O
and	O
Auxiliary	O
Loss	O

Document	B-RESEARCH_PROBLEM
Expansion	E-RESEARCH_PROBLEM
by	O
Query	O
Prediction	O

PASSAGE	B-RESEARCH_PROBLEM
RE	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
RANKING	E-RESEARCH_PROBLEM
WITH	O
BERT	O

Multi	O
-	O
level	O
Multimodal	O
Common	O
Semantic	O
Space	O
for	O
Image	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Phrase	I-RESEARCH_PROBLEM
Grounding	E-RESEARCH_PROBLEM

Predicting	B-RESEARCH_PROBLEM
Prosodic	I-RESEARCH_PROBLEM
Prominence	I-RESEARCH_PROBLEM
from	I-RESEARCH_PROBLEM
Text	E-RESEARCH_PROBLEM
with	O
Pre-trained	O
Contextualized	O
Word	O
Representations	O

Identifying	B-RESEARCH_PROBLEM
Well	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
formed	I-RESEARCH_PROBLEM
Natural	I-RESEARCH_PROBLEM
Language	I-RESEARCH_PROBLEM
Questions	E-RESEARCH_PROBLEM

Modeling	O
Semantics	O
with	O
Gated	O
Graph	O
Neural	O
Networks	O
for	O
Knowledge	B-RESEARCH_PROBLEM
Base	I-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

BI	O
-	O
DIRECTIONAL	O
ATTENTION	O
FLOW	O
FOR	O
MACHINE	B-RESEARCH_PROBLEM
COMPREHENSION	E-RESEARCH_PROBLEM

Focal	O
Visual	O
-	O
Text	O
Attention	O
for	O
Visual	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Answering	E-RESEARCH_PROBLEM

Multi	O
-	O
Granular	O
Sequence	O
Encoding	O
via	O
Dilated	O
Compositional	O
Units	O
for	O
Reading	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

Densely	O
Connected	O
Attention	O
Propagation	O
for	O
Reading	B-RESEARCH_PROBLEM
Comprehension	E-RESEARCH_PROBLEM

EVIDENCE	O
AGGREGATION	O
FOR	O
ANSWER	O
RE	O
-	O
RANKING	O
IN	O
OPEN	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
DOMAIN	I-RESEARCH_PROBLEM
QUESTION	I-RESEARCH_PROBLEM
ANSWERING	E-RESEARCH_PROBLEM

Neural	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Generation	I-RESEARCH_PROBLEM
from	I-RESEARCH_PROBLEM
Text	E-RESEARCH_PROBLEM
:	O
A	O
Preliminary	O
Study	O

Multimodal	O
Differential	O
Network	O
for	O
Visual	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

Tha3aroon	O
at	O
NSURL	O
-	O
2019	O
Task	O
8	O
:	O
Semantic	B-RESEARCH_PROBLEM
Question	I-RESEARCH_PROBLEM
Similarity	I-RESEARCH_PROBLEM
in	I-RESEARCH_PROBLEM
Arabic	E-RESEARCH_PROBLEM

Going	O
out	O
on	O
a	O
limb	O
:	O
Joint	B-RESEARCH_PROBLEM
Extraction	I-RESEARCH_PROBLEM
of	I-RESEARCH_PROBLEM
Entity	I-RESEARCH_PROBLEM
Mentions	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Relations	E-RESEARCH_PROBLEM
without	O
Dependency	O
Trees	O

Simple	O
BERT	O
Models	O
for	O
Relation	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
and	O
Semantic	B-RESEARCH_PROBLEM
Role	I-RESEARCH_PROBLEM
Labeling	E-RESEARCH_PROBLEM

Span	O
-	O
Level	O
Model	O
for	O
Relation	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM

:	O
Improving	O
Distantly	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Supervised	I-RESEARCH_PROBLEM
Neural	I-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
using	O
Side	O
Information	O

Attention	O
Guided	O
Graph	O
Convolutional	O
Networks	O
for	O
Relation	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM

Matching	O
the	O
Blanks	O
:	O
Distributional	O
Similarity	O
for	O
Relation	B-RESEARCH_PROBLEM
Learning	E-RESEARCH_PROBLEM

Enriching	O
Pre-trained	O
Language	O
Model	O
with	O
Entity	O
Information	O
for	O
Relation	B-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM

Extracting	B-RESEARCH_PROBLEM
Multiple	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Relations	E-RESEARCH_PROBLEM
in	O
One	O
-	O
Pass	O
with	O
Pre-Trained	O
Transformers	O

Graph	O
Convolution	O
over	O
Pruned	O
Dependency	O
Trees	O
Improves	O
Relation	B-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM

Context	O
-	O
Aware	O
Representations	O
for	O
Knowledge	B-RESEARCH_PROBLEM
Base	I-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM

Neural	B-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
via	O
Inner	O
-	O
Sentence	O
Noise	O
Reduction	O
and	O
Transfer	O
Learning	O

Distant	B-RESEARCH_PROBLEM
Supervision	I-RESEARCH_PROBLEM
for	I-RESEARCH_PROBLEM
Relation	I-RESEARCH_PROBLEM
Extraction	E-RESEARCH_PROBLEM
via	O
Piecewise	O
Convolutional	O
Neural	O
Networks	O

Relation	B-RESEARCH_PROBLEM
Classification	E-RESEARCH_PROBLEM
via	O
Multi	O
-	O
Level	O
Attention	O
CNNs	O

CASCADE	O
:	O
Contextual	B-RESEARCH_PROBLEM
Sarcasm	I-RESEARCH_PROBLEM
Detection	E-RESEARCH_PROBLEM
in	O
Online	O
Discussion	O
Forums	O

Spider	O
:	O
A	O
Large	O
-	O
Scale	O
Human	O
-	O
Labeled	O
Dataset	O
for	O
Complex	B-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Cross	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
Domain	I-RESEARCH_PROBLEM
Semantic	I-RESEARCH_PROBLEM
Parsing	E-RESEARCH_PROBLEM
and	O
Text	B-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
to	I-RESEARCH_PROBLEM
-	I-RESEARCH_PROBLEM
SQL	E-RESEARCH_PROBLEM
Task	O

TRANX	O
:	O
A	O
Transition	O
-	O
based	O
Neural	O
Abstract	O
Syntax	O
Parser	O
for	O
Semantic	B-RESEARCH_PROBLEM
Parsing	I-RESEARCH_PROBLEM
and	I-RESEARCH_PROBLEM
Code	I-RESEARCH_PROBLEM
Generation	E-RESEARCH_PROBLEM

Coarse	O
-	O
to	O
-	O
Fine	O
Decoding	O
